"_id","clone_url","commit_size","full_name","issue_size","repo_size","status"
"neoremind/fluent-validator","https://github.com/neoremind/fluent-validator.git","86","neoremind/fluent-validator","35","277","false"
"CeuiLiSA/Pixiv-Shaft","https://github.com/CeuiLiSA/Pixiv-Shaft.git","841","CeuiLiSA/Pixiv-Shaft","293","157351","false"
"ufo22940268/android-justifiedtextview","https://github.com/ufo22940268/android-justifiedtextview.git","46","ufo22940268/android-justifiedtextview","7","2651","false"
"Teradata/kylo","https://github.com/Teradata/kylo.git","8313","Teradata/kylo","96","87366","false"
"dadoonet/fscrawler","https://github.com/dadoonet/fscrawler.git","1470","dadoonet/fscrawler","993","13487","true"
"lenskit/lenskit","https://github.com/lenskit/lenskit.git","6375","lenskit/lenskit","945","24764","true"
"halfkiss/ZjDroid","https://github.com/halfkiss/ZjDroid.git","6","halfkiss/ZjDroid","0","13911","false"
"forezp/banya","https://github.com/forezp/banya.git","21","forezp/banya","1","7294","false"
"binaryfork/Spanny","https://github.com/binaryfork/Spanny.git","31","binaryfork/Spanny","4","124","false"
"askerov/DynamicGrid","https://github.com/askerov/DynamicGrid.git","80","askerov/DynamicGrid","41","277","false"
"thombergs/code-examples","https://github.com/thombergs/code-examples.git","599","thombergs/code-examples","64","86018","false"
"Nightonke/JellyToggleButton","https://github.com/Nightonke/JellyToggleButton.git","45","Nightonke/JellyToggleButton","1","6652","false"
"dslul/openboard","https://github.com/dslul/openboard.git","188","dslul/openboard","160","74807","false"
"Java-aid/Hackerrank-Solutions","https://github.com/Java-aid/Hackerrank-Solutions.git","316","Java-aid/Hackerrank-Solutions","17","740","true"
"tomighty/tomighty","https://github.com/tomighty/tomighty.git","359","tomighty/tomighty","56","4236","true"
"rom1v/sndcpy","https://github.com/rom1v/sndcpy.git","5","rom1v/sndcpy","56","213","false"
"leventov/Koloboke","https://github.com/leventov/Koloboke.git","337","leventov/Koloboke","33","39039","true"
"libgdx/gdx-ai","https://github.com/libgdx/gdx-ai.git","396","libgdx/gdx-ai","90","1457","true"
"diegodobelo/AndroidExpandingViewLibrary","https://github.com/diegodobelo/AndroidExpandingViewLibrary.git","60","diegodobelo/AndroidExpandingViewLibrary","10","992","false"
"ff4j/ff4j","https://github.com/ff4j/ff4j.git","1078","ff4j/ff4j","472","10492","true"
"MSPaintIDE/MSPaintIDE","https://github.com/MSPaintIDE/MSPaintIDE.git","276","MSPaintIDE/MSPaintIDE","26","2428","false"
"sonatype/nexus-public","https://github.com/sonatype/nexus-public.git","538","sonatype/nexus-public","61","88076","false"
"mixpanel/mixpanel-android","https://github.com/mixpanel/mixpanel-android.git","1896","mixpanel/mixpanel-android","704","29874","true"
"crashub/crash","https://github.com/crashub/crash.git","1988","crashub/crash","112","20678","true"
"OWASP/SecurityShepherd","https://github.com/OWASP/SecurityShepherd.git","774","OWASP/SecurityShepherd","477","189642","false"
"FXMisc/RichTextFX","https://github.com/FXMisc/RichTextFX.git","1332","FXMisc/RichTextFX","957","3264","true"
"ahmetaa/zemberek-nlp","https://github.com/ahmetaa/zemberek-nlp.git","1358","ahmetaa/zemberek-nlp","219","54500","true"
"DuanJiaNing/Musicoco","https://github.com/DuanJiaNing/Musicoco.git","266","DuanJiaNing/Musicoco","12","95847","false"
"jfaster/mango","https://github.com/jfaster/mango.git","779","jfaster/mango","39","2790","true"
"Meituan-Dianping/Shield","https://github.com/Meituan-Dianping/Shield.git","22","Meituan-Dianping/Shield","8","507","false"
"MasayukiSuda/BubbleLayout","https://github.com/MasayukiSuda/BubbleLayout.git","43","MasayukiSuda/BubbleLayout","20","255","false"
"codingXiaxw/ssm","https://github.com/codingXiaxw/ssm.git","4","codingXiaxw/ssm","0","10845","false"
"hanhailong/FlowTag","https://github.com/hanhailong/FlowTag.git","9","hanhailong/FlowTag","2","104","false"
"xaecbd/KafkaCenter","https://github.com/xaecbd/KafkaCenter.git","130","xaecbd/KafkaCenter","96","9456","false"
"jbake-org/jbake","https://github.com/jbake-org/jbake.git","994","jbake-org/jbake","526","5833","true"
"JakeWharton/DrawerBehavior","https://github.com/JakeWharton/DrawerBehavior.git","5","JakeWharton/DrawerBehavior","5","95","false"
"facebook/SoLoader","https://github.com/facebook/SoLoader.git","203","facebook/SoLoader","41","344","false"
"Hitomis/SpinMenu","https://github.com/Hitomis/SpinMenu.git","48","Hitomis/SpinMenu","4","10651","false"
"xuyisheng/AndroidHeroes","https://github.com/xuyisheng/AndroidHeroes.git","8","xuyisheng/AndroidHeroes","10","21318","false"
"journaldev/journaldev","https://github.com/journaldev/journaldev.git","432","journaldev/journaldev","32","29415","true"
"zhoubowen-sky/LingDong","https://github.com/zhoubowen-sky/LingDong.git","39","zhoubowen-sky/LingDong","2","4393","false"
"88250/symphony","https://github.com/88250/symphony.git","7023","88250/symphony","46","42554","true"
"Peergos/Peergos","https://github.com/Peergos/Peergos.git","4143","Peergos/Peergos","749","372303","false"
"google/mr4c","https://github.com/google/mr4c.git","3","google/mr4c","10","40174","false"
"eBay/restcommander","https://github.com/eBay/restcommander.git","111","eBay/restcommander","19","86528","false"
"controlsfx/controlsfx","https://github.com/controlsfx/controlsfx.git","3506","controlsfx/controlsfx","960","27710","true"
"singwhatiwanna/PinnedHeaderExpandableListView","https://github.com/singwhatiwanna/PinnedHeaderExpandableListView.git","8","singwhatiwanna/PinnedHeaderExpandableListView","0","994","false"
"googlearchive/android-BluetoothLeGatt","https://github.com/googlearchive/android-BluetoothLeGatt.git","26","googlearchive/android-BluetoothLeGatt","26","315","false"
"Quatja/Vorolay","https://github.com/Quatja/Vorolay.git","20","Quatja/Vorolay","3","2554","false"
"appium/java-client","https://github.com/appium/java-client.git","1579","appium/java-client","1282","84266","false"
"Aspsine/MultiThreadDownload","https://github.com/Aspsine/MultiThreadDownload.git","152","Aspsine/MultiThreadDownload","74","6996","false"
"limboemu/limbo","https://github.com/limboemu/limbo.git","413","limboemu/limbo","11","71297","false"
"ron190/jsql-injection","https://github.com/ron190/jsql-injection.git","700","ron190/jsql-injection","94466","12461","true"
"pinguo-zhouwei/MaterialDesignSamples","https://github.com/pinguo-zhouwei/MaterialDesignSamples.git","10","pinguo-zhouwei/MaterialDesignSamples","0","15837","false"
"Shinelw/ColorArcProgressBar","https://github.com/Shinelw/ColorArcProgressBar.git","28","Shinelw/ColorArcProgressBar","4","1164","false"
"proninyaroslav/libretorrent","https://github.com/proninyaroslav/libretorrent.git","1069","proninyaroslav/libretorrent","61","16149","true"
"smanikandan14/Volley-demo","https://github.com/smanikandan14/Volley-demo.git","28","smanikandan14/Volley-demo","3","1996","false"
"twitter/hbc","https://github.com/twitter/hbc.git","241","twitter/hbc","154","355","false"
"facebookarchive/nifty","https://github.com/facebookarchive/nifty.git","315","facebookarchive/nifty","191","1005","true"
"MichaelEvans/ColorArt","https://github.com/MichaelEvans/ColorArt.git","37","MichaelEvans/ColorArt","14","3711","false"
"jordanbyron/react-native-quick-actions","https://github.com/jordanbyron/react-native-quick-actions.git","106","jordanbyron/react-native-quick-actions","84","557","false"
"hpdx/DanmukuLight","https://github.com/hpdx/DanmukuLight.git","14","hpdx/DanmukuLight","23","9747","false"
"oasisfeng/island","https://github.com/oasisfeng/island.git","619","oasisfeng/island","93","2688","true"
"CoXier/LowPoly","https://github.com/CoXier/LowPoly.git","10","CoXier/LowPoly","9","954","false"
"wyh-spring-ecosystem-student/spring-boot-student","https://github.com/wyh-spring-ecosystem-student/spring-boot-student.git","505","wyh-spring-ecosystem-student/spring-boot-student","3","2756","true"
"woxingxiao/GracefulMovies","https://github.com/woxingxiao/GracefulMovies.git","62","woxingxiao/GracefulMovies","13","3336","false"
"4pr0n/ripme","https://github.com/4pr0n/ripme.git","587","4pr0n/ripme","400","1288","true"
"eclipse/eclipse.jdt.ls","https://github.com/eclipse/eclipse.jdt.ls.git","1065","eclipse/eclipse.jdt.ls","1429","12734","true"
"Impetus/Kundera","https://github.com/Impetus/Kundera.git","3929","Impetus/Kundera","868","30689","true"
"TheGreyGhost/MinecraftByExample","https://github.com/TheGreyGhost/MinecraftByExample.git","546","TheGreyGhost/MinecraftByExample","64","5509","true"
"linkedin/PalDB","https://github.com/linkedin/PalDB.git","37","linkedin/PalDB","23","365","false"
"wycm/zhihu-crawler","https://github.com/wycm/zhihu-crawler.git","307","wycm/zhihu-crawler","28","5871","true"
"matrixxun/PullToZoomInListView","https://github.com/matrixxun/PullToZoomInListView.git","34","matrixxun/PullToZoomInListView","4","15521","false"
"dearbinge/dubbo-spring-boot-mybatis-redis","https://github.com/dearbinge/dubbo-spring-boot-mybatis-redis.git","6","dearbinge/dubbo-spring-boot-mybatis-redis","0","29","false"
"martin90s/ImagePicker","https://github.com/martin90s/ImagePicker.git","26","martin90s/ImagePicker","14","160","false"
"oracle/tribuo","https://github.com/oracle/tribuo.git","107","oracle/tribuo","111","4998","false"
"Rano1/TopNews","https://github.com/Rano1/TopNews.git","15","Rano1/TopNews","1","4490","false"
"YeautyYE/netty-websocket-spring-boot-starter","https://github.com/YeautyYE/netty-websocket-spring-boot-starter.git","86","YeautyYE/netty-websocket-spring-boot-starter","69","174","false"
"fenjuly/ToggleExpandLayout","https://github.com/fenjuly/ToggleExpandLayout.git","23","fenjuly/ToggleExpandLayout","13","87","false"
"hitherejoe/MVVM_Hacker_News","https://github.com/hitherejoe/MVVM_Hacker_News.git","99","hitherejoe/MVVM_Hacker_News","6","4829","false"
"Meetic/Shuffle","https://github.com/Meetic/Shuffle.git","30","Meetic/Shuffle","17","12215","false"
"truizlop/FABRevealLayout","https://github.com/truizlop/FABRevealLayout.git","10","truizlop/FABRevealLayout","6","1006","false"
"gorbin/ASNE","https://github.com/gorbin/ASNE.git","149","gorbin/ASNE","72","4428","false"
"mapsforge/mapsforge","https://github.com/mapsforge/mapsforge.git","2110","mapsforge/mapsforge","1198","54239","true"
"emmaguy/clean-status-bar","https://github.com/emmaguy/clean-status-bar.git","170","emmaguy/clean-status-bar","40","9082","false"
"rahulrj/YahooNewsOnboarding","https://github.com/rahulrj/YahooNewsOnboarding.git","29","rahulrj/YahooNewsOnboarding","2","2924","false"
"digitalsonic/geektime-spring-family","https://github.com/digitalsonic/geektime-spring-family.git","47","digitalsonic/geektime-spring-family","7","52290","false"
"naman14/MaterialPowerMenu","https://github.com/naman14/MaterialPowerMenu.git","31","naman14/MaterialPowerMenu","3","3190","false"
"MizzleDK/Mizuu","https://github.com/MizzleDK/Mizuu.git","443","MizzleDK/Mizuu","30","128490","false"
"nikita36078/J2ME-Loader","https://github.com/nikita36078/J2ME-Loader.git","1465","nikita36078/J2ME-Loader","613","9772","true"
"glomadrian/MvpCleanArchitecture","https://github.com/glomadrian/MvpCleanArchitecture.git","24","glomadrian/MvpCleanArchitecture","2","996","false"
"tjake/Solandra","https://github.com/tjake/Solandra.git","443","tjake/Solandra","129","31776","true"
"stefanjauker/BadgeView","https://github.com/stefanjauker/BadgeView.git","14","stefanjauker/BadgeView","6","789","false"
"dannytiehui/androidpn","https://github.com/dannytiehui/androidpn.git","17","dannytiehui/androidpn","1","19329","false"
"Shuyun123/LKShop","https://github.com/Shuyun123/LKShop.git","22","Shuyun123/LKShop","0","20950","false"
"mylhyl/Android-CircleDialog","https://github.com/mylhyl/Android-CircleDialog.git","330","mylhyl/Android-CircleDialog","63","2912","true"
"android-notes/androidScreenShare","https://github.com/android-notes/androidScreenShare.git","29","android-notes/androidScreenShare","13","5309","false"
"amitshekhariitbhu/awesome-android-things","https://github.com/amitshekhariitbhu/awesome-android-things.git","106","amitshekhariitbhu/awesome-android-things","45","471","false"
"wasabeef/fresco-processors","https://github.com/wasabeef/fresco-processors.git","56","wasabeef/fresco-processors","8","3513","false"
"gdutxiaoxu/CoordinatorLayoutExample","https://github.com/gdutxiaoxu/CoordinatorLayoutExample.git","48","gdutxiaoxu/CoordinatorLayoutExample","13","20784","false"
"sofastack/sofa-tracer","https://github.com/sofastack/sofa-tracer.git","219","sofastack/sofa-tracer","398","1620","false"
"iammert/AndroidArchitecture","https://github.com/iammert/AndroidArchitecture.git","18","iammert/AndroidArchitecture","10","1381","false"
"JustinSDK/JavaSE6Tutorial","https://github.com/JustinSDK/JavaSE6Tutorial.git","182","JustinSDK/JavaSE6Tutorial","39","6217","false"
"sromku/android-simple-facebook","https://github.com/sromku/android-simple-facebook.git","680","sromku/android-simple-facebook","281","3129","true"
"Maxwin-z/XListView-Android","https://github.com/Maxwin-z/XListView-Android.git","26","Maxwin-z/XListView-Android","7","755","false"
"habuma/spring-in-action-5-samples","https://github.com/habuma/spring-in-action-5-samples.git","5","habuma/spring-in-action-5-samples","45","674","false"
"opennetworkinglab/onos","https://github.com/opennetworkinglab/onos.git","15023","opennetworkinglab/onos","37","170710","false"
"blaisewang/img2latex-mathpix","https://github.com/blaisewang/img2latex-mathpix.git","155","blaisewang/img2latex-mathpix","90","11934","false"
"jbox2d/jbox2d","https://github.com/jbox2d/jbox2d.git","746","jbox2d/jbox2d","47","27254","true"
"qqchenjian318/VideoEditor-For-Android","https://github.com/qqchenjian318/VideoEditor-For-Android.git","34","qqchenjian318/VideoEditor-For-Android","20","2773","false"
"H07000223/FlycoLabelView","https://github.com/H07000223/FlycoLabelView.git","5","H07000223/FlycoLabelView","2","1836","false"
"racofix/Basic","https://github.com/racofix/Basic.git","5","racofix/Basic","22","16534","false"
"qdxxxx/BezierViewPager","https://github.com/qdxxxx/BezierViewPager.git","42","qdxxxx/BezierViewPager","6","2976","false"
"kongnanlive/SearchMenuAnim","https://github.com/kongnanlive/SearchMenuAnim.git","8","kongnanlive/SearchMenuAnim","2","90","false"
"Carson-Ho/Search_Layout","https://github.com/Carson-Ho/Search_Layout.git","18","Carson-Ho/Search_Layout","1","140","false"
"requery/sqlite-android","https://github.com/requery/sqlite-android.git","159","requery/sqlite-android","119","538","false"
"jamesisaac/react-native-background-task","https://github.com/jamesisaac/react-native-background-task.git","27","jamesisaac/react-native-background-task","22","38","false"
"polyak01/IconSwitch","https://github.com/polyak01/IconSwitch.git","28","polyak01/IconSwitch","8","1142","false"
"bennidi/mbassador","https://github.com/bennidi/mbassador.git","336","bennidi/mbassador","146","2630","true"
"LinkedInAttic/camus","https://github.com/LinkedInAttic/camus.git","641","LinkedInAttic/camus","190","46434","true"
"google/conscrypt","https://github.com/google/conscrypt.git","4217","google/conscrypt","862","22802","true"
"apache/incubator-sedona","https://github.com/apache/incubator-sedona.git","824","apache/incubator-sedona","245","503200","false"
